10 elementos,Serial,0
10 elementos,Paralelo,10
100 elementos,Serial,0
100 elementos,Paralelo,7
1000 elementos,Serial,3
1000 elementos,Paralelo,6
10000 elementos,Serial,62
10000 elementos,Paralelo,46
100000 elementos,Serial,3013
100000 elementos,Paralelo,2994
