10 elementos,Serial,0
10 elementos,Paralelo,2
100 elementos,Serial,0
100 elementos,Paralelo,0
1000 elementos,Serial,2
1000 elementos,Paralelo,2
10000 elementos,Serial,32
10000 elementos,Paralelo,35
100000 elementos,Serial,2938
100000 elementos,Paralelo,2888
